municipality,vintage,entity_type,modified_local_assessed_value,equalized_valuation_incl_util_rr,local_total_rate,equalization_ratio,full_value_rate_official,rank,source
Sutton,2020,town,318651016.0,335704049.0,24.87,94.9,23.52,185,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sutton,2021,town,321595890.0,429558920.0,24.16,74.8,18.02,158,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sutton,2022,town,324738114.0,473934321.0,24.16,68.5,16.5,171,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sutton,2023,town,327672038.0,536996228.0,25.37,61.0,15.41,139,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sutton,2024,town,332978078.0,593406841.0,26.94,56.1,15.04,135,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Swanzey,2019,town,632164073.0,645072520.0,25.76,98.3,24.85,181,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Swanzey,2020,town,636557093.0,686489334.0,25.68,93.0,23.44,182,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Swanzey,2021,town,641140861.0,813838547.0,24.51,79.0,19.01,175,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Swanzey,2022,town,638132961.0,965179152.0,25.0,66.3,16.34,166,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Swanzey,2023,town,654537834.0,1131484119.0,26.87,58.0,15.32,135,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Swanzey,2024,town,1021278002.0,1102046352.0,19.06,92.9,17.38,183,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Tamworth,2019,town,403614473.0,406377067.0,21.54,100.8,21.23,127,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Tamworth,2020,town,404471381.0,437136690.0,22.48,93.8,20.63,135,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Tamworth,2021,town,401977901.0,579098117.0,22.14,69.9,15.25,86,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Tamworth,2022,town,403325604.0,667256461.0,23.77,60.9,14.39,114,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Tamworth,2023,town,404889408.0,711885882.0,25.23,57.3,14.35,106,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Tamworth,2024,town,726834263.0,744697730.0,14.43,98.4,14.14,110,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Temple,2019,town,161539440.0,162526923.0,22.58,99.4,22.39,145,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Temple,2020,town,163444852.0,171308967.0,24.16,95.4,22.98,174,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Temple,2021,town,164543255.0,216876925.0,23.41,75.8,17.7,146,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Temple,2022,town,165402772.0,245319768.0,24.96,67.4,16.78,177,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Temple,2023,town,168177661.0,283982534.0,24.79,59.2,14.63,113,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Temple,2024,town,298348767.0,293393761.0,15.99,101.7,16.23,166,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Thompson & Meserve's Purchase,2019,unincorporated,5368605.0,6576326.0,3.54,86.5,2.89,4,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Thompson & Meserve's Purchase,2020,unincorporated,5372770.0,6527266.0,2.78,87.1,2.28,2,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Thompson & Meserve's Purchase,2021,unincorporated,6293500.0,7992632.0,2.76,83.4,2.16,3,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Thompson & Meserve's Purchase,2022,unincorporated,6275420.0,9232800.0,2.19,71.3,1.56,2,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Thompson & Meserve's Purchase,2023,unincorporated,7413950.0,7350926.0,3.41,105.7,3.6,5,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Thompson & Meserve's Purchase,2024,unincorporated,8982460.0,15498711.0,1.97,60.4,1.18,1,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Thornton,2019,town,434303432.0,426229460.0,18.68,102.0,18.96,95,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Thornton,2020,town,437939988.0,471317708.0,20.11,93.0,18.61,96,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Thornton,2021,town,441265514.0,558294810.0,20.77,79.1,16.35,112,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Thornton,2022,town,454692703.0,765886289.0,20.01,59.4,11.85,72,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Thornton,2023,town,470398791.0,860428881.0,20.76,54.7,11.33,61,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Thornton,2024,town,966363557.0,956318325.0,11.37,101.1,11.47,65,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Tilton,2019,town,622860167.0,627480886.0,19.61,99.3,19.31,101,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Tilton,2020,town,634980968.0,680080305.0,18.47,93.4,17.1,73,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Tilton,2021,town,645043192.0,918954410.0,16.36,70.2,11.38,48,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Tilton,2022,town,659140267.0,947428518.0,16.07,69.6,11.1,62,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Tilton,2023,town,641346622.0,1205728179.0,17.71,53.2,9.34,41,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Tilton,2024,town,1079564801.0,1109924898.0,10.8,97.3,10.46,52,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Troy,2019,town,131567897.0,148789944.0,26.95,88.4,23.61,168,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Troy,2020,town,130773478.0,164251712.0,28.26,79.6,22.31,166,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Troy,2021,town,132145633.0,189815276.0,29.58,69.6,20.41,199,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Troy,2022,town,140062636.0,237328770.0,30.84,59.0,18.04,198,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Troy,2023,town,239684686.0,259092318.0,18.08,92.5,16.61,169,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Troy,2024,town,261104045.0,305348791.0,18.59,85.5,15.72,153,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Tuftonboro,2019,town,1202661808.0,1202255928.0,10.11,100.1,10.09,19,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Tuftonboro,2020,town,1210882308.0,1338258190.0,9.56,90.6,8.63,16,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Tuftonboro,2021,town,1216591134.0,1701257448.0,10.08,71.5,7.19,17,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Tuftonboro,2022,town,1849496728.0,2064571919.0,6.44,89.6,5.76,13,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Tuftonboro,2023,town,1871921030.0,2104698122.0,7.27,89.0,6.46,15,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Tuftonboro,2024,town,1891773240.0,2469496808.0,7.62,76.6,5.83,14,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Unity,2019,town,134002697.0,132951189.0,28.49,100.8,28.61,216,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Unity,2020,town,134684416.0,143777811.0,27.78,93.6,25.92,207,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Unity,2021,town,135431064.0,174635244.0,28.62,77.4,22.12,217,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Unity,2022,town,136077193.0,193667676.0,28.99,70.2,20.31,217,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Unity,2023,town,137609985.0,222792517.0,29.96,61.7,18.44,198,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Unity,2024,town,247906431.0,249892681.0,17.43,99.2,17.26,182,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Wakefield,2019,town,1121726317.0,1212936197.0,12.47,92.6,11.5,25,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Wakefield,2020,town,1134628923.0,1343043825.0,12.38,84.5,10.42,23,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Wakefield,2021,town,1145253926.0,1756887702.0,12.34,65.2,8.02,20,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Wakefield,2022,town,1153266471.0,1919561193.0,12.25,60.1,7.34,24,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Wakefield,2023,town,2279358522.0,2246402381.0,6.85,101.5,6.94,17,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Wakefield,2024,town,2277079490.0,2384853162.0,7.52,95.5,7.17,20,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Walpole,2019,town,430508720.0,447528044.0,25.51,101.2,24.4,176,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Walpole,2020,town,437937898.0,517122043.0,25.66,88.9,21.6,153,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Walpole,2021,town,439248688.0,619024359.0,25.43,74.5,17.94,154,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Walpole,2022,town,717799235.0,752388208.0,16.33,99.9,16.27,164,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Walpole,2023,town,752245574.0,773182896.0,16.24,97.3,15.71,145,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Walpole,2024,town,759107443.0,824193874.0,17.11,92.1,15.66,150,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Warner,2019,town,289899995.0,321137565.0,29.96,90.5,26.77,202,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Warner,2020,town,325276601.0,345417565.0,28.4,94.3,26.46,210,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Warner,2021,town,329256671.0,425367609.0,26.31,77.4,20.13,195,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Warner,2022,town,329611051.0,487506924.0,28.42,67.7,19.04,206,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Warner,2023,town,330906767.0,541382386.0,31.72,61.2,19.2,209,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Warner,2024,town,339149527.0,629821988.0,30.89,53.9,16.47,170,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Warren,2019,town,82857248.0,90183308.0,23.77,92.4,21.41,129,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Warren,2020,town,83490239.0,101553779.0,23.08,82.6,18.62,97,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Warren,2021,town,109904842.0,121294619.0,18.12,91.0,16.18,105,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Warren,2022,town,111323753.0,155326063.0,19.19,71.9,13.66,95,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Warren,2023,town,109983031.0,144127793.0,22.75,76.6,17.24,183,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Warren,2024,town,110716497.0,181337547.0,22.75,61.2,13.78,104,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Washington,2019,town,240719059.0,274182746.0,20.84,87.8,18.25,79,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Washington,2020,town,243004426.0,287674778.0,21.09,84.5,17.76,81,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Washington,2021,town,244741712.0,342709570.0,22.43,71.4,15.98,101,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Washington,2022,town,247093590.0,437936618.0,21.84,56.4,12.3,75,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Washington,2023,town,370981828.0,415433198.0,15.23,89.3,13.58,90,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Washington,2024,town,373584855.0,505408222.0,15.24,73.9,11.25,62,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Waterville Valley,2019,town,331659495.0,333107638.0,14.14,99.9,14.06,44,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Waterville Valley,2020,town,333091095.0,350349009.0,14.25,95.4,13.53,42,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Waterville Valley,2021,town,333664595.0,439353648.0,15.66,76.2,11.88,53,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Waterville Valley,2022,town,495024552.0,591573012.0,10.6,83.9,8.89,40,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Waterville Valley,2023,town,503998167.0,687129548.0,12.05,73.5,8.85,32,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Waterville Valley,2024,town,728495510.0,723210114.0,9.04,100.9,9.11,44,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Weare,2019,town,882151530.0,1024030694.0,23.71,86.3,20.23,113,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Weare,2020,town,894540684.0,1138533136.0,23.95,78.7,18.64,98,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Weare,2021,town,1264666656.0,1304803635.0,17.2,97.1,16.57,119,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Weare,2022,town,1288003623.0,1539489395.0,17.4,83.8,14.49,118,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Weare,2023,town,1296488441.0,1695353451.0,18.84,76.6,14.34,105,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Weare,2024,town,1305227191.0,1854249543.0,20.39,70.5,14.29,114,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Webster,2019,town,238626256.0,255611034.0,21.96,93.9,20.27,115,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Webster,2020,town,237887632.0,293494015.0,22.19,81.5,17.81,82,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Webster,2021,town,237196060.0,336470394.0,22.29,70.9,15.57,92,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Webster,2022,town,239675141.0,375454443.0,22.85,64.2,14.57,120,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Webster,2023,town,376363427.0,386747160.0,14.88,97.9,14.46,108,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Webster,2024,town,380114126.0,448009653.0,15.53,85.3,13.16,90,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth,2019,town,96958781.0,112853640.0,23.22,86.0,19.79,105,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth,2020,town,98395738.0,118062573.0,25.76,83.4,21.3,148,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth,2021,town,131219365.0,131080124.0,20.38,100.2,20.3,197,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth,2022,town,133371038.0,190958514.0,20.22,69.7,14.07,111,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth,2023,town,130842185.0,189457336.0,25.21,69.1,17.35,185,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth,2024,town,132557249.0,248476922.0,22.2,53.3,11.79,70,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth's Location,2019,unincorporated,7615785.0,8780135.0,7.7,86.5,6.65,10,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth's Location,2020,unincorporated,7697890.0,8848745.0,7.23,87.1,6.27,8,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth's Location,2021,unincorporated,7818236.0,9369200.0,9.2,83.4,7.64,19,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth's Location,2022,unincorporated,7899887.0,11037248.0,9.16,71.3,6.54,19,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth's Location,2023,unincorporated,13849850.0,13127677.0,7.07,105.7,7.45,20,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Wentworth's Location,2024,unincorporated,14033628.0,23015338.0,7.56,60.4,4.6,9,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Westmoreland,2019,town,166208847.0,187446446.0,26.85,88.6,23.77,170,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Westmoreland,2020,town,166470954.0,195767414.0,25.4,85.0,21.56,152,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Westmoreland,2021,town,198960842.0,204429279.0,20.4,97.3,19.82,185,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Westmoreland,2022,town,200715526.0,238926023.0,20.55,83.9,17.17,185,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Westmoreland,2023,town,202969344.0,279648137.0,21.29,72.5,15.36,137,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Westmoreland,2024,town,204594546.0,292213643.0,23.06,70.0,16.01,162,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Whitefield,2019,town,234960541.0,241597817.0,24.04,98.2,23.17,162,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Whitefield,2020,town,232528045.0,258356947.0,26.22,90.7,23.41,180,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Whitefield,2021,town,238305061.0,311321878.0,25.56,77.2,19.39,180,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Whitefield,2022,town,243801886.0,398296907.0,25.42,61.6,15.58,142,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Whitefield,2023,town,241971842.0,417935842.0,25.89,58.3,15.0,127,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Whitefield,2024,town,431724284.0,445926807.0,16.4,97.4,15.88,159,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilmot,2019,town,181542372.0,217657297.0,24.49,83.4,20.38,118,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilmot,2020,town,220802072.0,228118551.0,21.14,96.8,20.39,130,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilmot,2021,town,224236120.0,279463989.0,21.14,80.2,16.89,123,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilmot,2022,town,226129465.0,293684833.0,21.32,77.0,16.35,167,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilmot,2023,town,230972914.0,328982318.0,24.17,70.2,16.89,177,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilmot,2024,town,234017244.0,389923410.0,25.6,60.0,15.3,142,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilton,2019,town,378137917.0,469251678.0,29.04,80.6,23.31,165,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilton,2020,town,379153924.0,477128050.0,29.39,79.5,23.26,177,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilton,2021,town,556828156.0,574323487.0,19.22,97.0,18.56,168,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilton,2022,town,563226400.0,655790909.0,20.66,85.9,17.68,193,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilton,2023,town,567503022.0,760523416.0,22.2,74.6,16.5,167,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Wilton,2024,town,572092325.0,778848819.0,24.87,73.5,18.2,192,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Winchester,2019,town,276269908.0,293582055.0,35.64,94.6,33.22,224,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Winchester,2020,town,336126408.0,347000469.0,28.77,97.4,27.48,216,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Winchester,2021,town,347456574.0,428475081.0,31.79,81.4,25.42,230,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Winchester,2022,town,345261462.0,468792302.0,28.7,74.0,21.0,223,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Winchester,2023,town,340209480.0,564601199.0,31.68,60.5,18.93,204,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Winchester,2024,town,340396297.0,593821462.0,29.25,57.6,16.64,172,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Windham,2019,town,2404862820.0,3127881124.0,22.55,76.9,17.24,66,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Windham,2020,town,3070053270.0,3263136737.0,19.13,94.1,17.92,86,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Windham,2021,town,3100120674.0,4026771141.0,18.62,77.0,14.27,72,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Windham,2022,town,3131075090.0,4673961892.0,19.76,67.0,13.18,86,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Windham,2023,town,3172944390.0,4927611846.0,21.4,64.4,13.72,92,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Windham,2024,town,3205426200.0,5397097049.0,22.64,59.4,13.37,95,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Windsor,2019,town,28425939.0,26733715.0,11.81,110.6,12.5,30,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
